Kategorie,Bayern,Baden,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg,Niedersachsen,Nordrhein,Rheinland,Saarland,Sachsen,SachsenA,Schleswig,Thüringen
2020-07-12,0,27,0,0,0,0,0,0,0,23,0,0,0,0,0,0
2020-07-19,25,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
2020-07-26,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-09,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
2020-08-16,0,0,0,0,0,0,46,0,0,0,58,0,0,0,0,0
2020-08-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2020-09-13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,51,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,0,0,81,100,0,79,0,0,0,20,0,0,0,100,0,0
2020-11-08,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0
2020-11-15,26,0,0,0,0,0,44,0,36,0,0,0,0,0,50,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
2020-11-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
2020-12-13,0,0,86,0,0,0,44,0,35,64,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0
2020-12-27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,100,0
